"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"03/01/2023 05:00:00 - 03/01/2023 06:00:00","BZN|ES","Without sequence","116.27","",""
"03/01/2023 06:00:00 - 03/01/2023 07:00:00","BZN|ES","Without sequence","138.92","",""
"03/01/2023 07:00:00 - 03/01/2023 08:00:00","BZN|ES","Without sequence","155.59","",""
"03/01/2023 08:00:00 - 03/01/2023 09:00:00","BZN|ES","Without sequence","169.17","",""
"03/01/2023 09:00:00 - 03/01/2023 10:00:00","BZN|ES","Without sequence","171.18","",""
"03/01/2023 10:00:00 - 03/01/2023 11:00:00","BZN|ES","Without sequence","154.9","",""
"03/01/2023 11:00:00 - 03/01/2023 12:00:00","BZN|ES","Without sequence","146.71","",""
"03/01/2023 12:00:00 - 03/01/2023 13:00:00","BZN|ES","Without sequence","133.33","",""
"03/01/2023 13:00:00 - 03/01/2023 14:00:00","BZN|ES","Without sequence","130.0","",""
"03/01/2023 14:00:00 - 03/01/2023 15:00:00","BZN|ES","Without sequence","126.0","",""
"03/01/2023 15:00:00 - 03/01/2023 16:00:00","BZN|ES","Without sequence","120.0","",""
"03/01/2023 16:00:00 - 03/01/2023 17:00:00","BZN|ES","Without sequence","135.56","",""
"03/01/2023 17:00:00 - 03/01/2023 18:00:00","BZN|ES","Without sequence","156.3","",""
"03/01/2023 18:00:00 - 03/01/2023 19:00:00","BZN|ES","Without sequence","169.01","",""
"03/01/2023 19:00:00 - 03/01/2023 20:00:00","BZN|ES","Without sequence","160.99","",""
"03/01/2023 20:00:00 - 03/01/2023 21:00:00","BZN|ES","Without sequence","152.1","",""
"03/01/2023 21:00:00 - 03/01/2023 22:00:00","BZN|ES","Without sequence","149.92","",""
"03/01/2023 22:00:00 - 03/01/2023 23:00:00","BZN|ES","Without sequence","132.53","",""
"03/01/2023 23:00:00 - 04/01/2023 00:00:00","BZN|ES","Without sequence","115.0","",""
"04/01/2023 00:00:00 - 04/01/2023 01:00:00","BZN|ES","Without sequence","119.99","",""
"04/01/2023 01:00:00 - 04/01/2023 02:00:00","BZN|ES","Without sequence","100.0","",""
"04/01/2023 02:00:00 - 04/01/2023 03:00:00","BZN|ES","Without sequence","90.23","",""
"04/01/2023 03:00:00 - 04/01/2023 04:00:00","BZN|ES","Without sequence","84.2","",""
"04/01/2023 04:00:00 - 04/01/2023 05:00:00","BZN|ES","Without sequence","80.23","",""
"04/01/2023 05:00:00 - 04/01/2023 06:00:00","BZN|ES","Without sequence","87.31","",""
"04/01/2023 06:00:00 - 04/01/2023 07:00:00","BZN|ES","Without sequence","109.0","",""
"04/01/2023 07:00:00 - 04/01/2023 08:00:00","BZN|ES","Without sequence","105.1","",""
"04/01/2023 08:00:00 - 04/01/2023 09:00:00","BZN|ES","Without sequence","134.16","",""
"04/01/2023 09:00:00 - 04/01/2023 10:00:00","BZN|ES","Without sequence","129.3","",""
"04/01/2023 10:00:00 - 04/01/2023 11:00:00","BZN|ES","Without sequence","120.7","",""
"04/01/2023 11:00:00 - 04/01/2023 12:00:00","BZN|ES","Without sequence","96.77","",""
"04/01/2023 12:00:00 - 04/01/2023 13:00:00","BZN|ES","Without sequence","105.03","",""
"04/01/2023 13:00:00 - 04/01/2023 14:00:00","BZN|ES","Without sequence","106.0","",""
"04/01/2023 14:00:00 - 04/01/2023 15:00:00","BZN|ES","Without sequence","105.07","",""
"04/01/2023 15:00:00 - 04/01/2023 16:00:00","BZN|ES","Without sequence","103.9","",""
"04/01/2023 16:00:00 - 04/01/2023 17:00:00","BZN|ES","Without sequence","107.98","",""
"04/01/2023 17:00:00 - 04/01/2023 18:00:00","BZN|ES","Without sequence","129.82","",""
"04/01/2023 18:00:00 - 04/01/2023 19:00:00","BZN|ES","Without sequence","167.29","",""
"04/01/2023 19:00:00 - 04/01/2023 20:00:00","BZN|ES","Without sequence","160.6","",""
"04/01/2023 20:00:00 - 04/01/2023 21:00:00","BZN|ES","Without sequence","151.55","",""
"04/01/2023 21:00:00 - 04/01/2023 22:00:00","BZN|ES","Without sequence","140.61","",""
"04/01/2023 22:00:00 - 04/01/2023 23:00:00","BZN|ES","Without sequence","126.58","",""
"04/01/2023 23:00:00 - 05/01/2023 00:00:00","BZN|ES","Without sequence","104.75","",""
"05/01/2023 00:00:00 - 05/01/2023 01:00:00","BZN|ES","Without sequence","95.05","",""
"05/01/2023 01:00:00 - 05/01/2023 02:00:00","BZN|ES","Without sequence","79.21","",""
"05/01/2023 02:00:00 - 05/01/2023 03:00:00","BZN|ES","Without sequence","68.07","",""
"05/01/2023 03:00:00 - 05/01/2023 04:00:00","BZN|ES","Without sequence","64.27","",""
"05/01/2023 04:00:00 - 05/01/2023 05:00:00","BZN|ES","Without sequence","61.97","",""
"05/01/2023 05:00:00 - 05/01/2023 06:00:00","BZN|ES","Without sequence","65.1","",""
"05/01/2023 06:00:00 - 05/01/2023 07:00:00","BZN|ES","Without sequence","95.05","",""
"05/01/2023 07:00:00 - 05/01/2023 08:00:00","BZN|ES","Without sequence","108.23","",""
"05/01/2023 08:00:00 - 05/01/2023 09:00:00","BZN|ES","Without sequence","135.0","",""
"05/01/2023 09:00:00 - 05/01/2023 10:00:00","BZN|ES","Without sequence","123.27","",""
"05/01/2023 10:00:00 - 05/01/2023 11:00:00","BZN|ES","Without sequence","104.97","",""
"05/01/2023 11:00:00 - 05/01/2023 12:00:00","BZN|ES","Without sequence","113.53","",""
"05/01/2023 12:00:00 - 05/01/2023 13:00:00","BZN|ES","Without sequence","100.82","",""
"05/01/2023 13:00:00 - 05/01/2023 14:00:00","BZN|ES","Without sequence","96.44","",""
"05/01/2023 14:00:00 - 05/01/2023 15:00:00","BZN|ES","Without sequence","93.9","",""
"05/01/2023 15:00:00 - 05/01/2023 16:00:00","BZN|ES","Without sequence","91.16","",""
"05/01/2023 16:00:00 - 05/01/2023 17:00:00","BZN|ES","Without sequence","94.43","",""
"05/01/2023 17:00:00 - 05/01/2023 18:00:00","BZN|ES","Without sequence","118.9","",""
"05/01/2023 18:00:00 - 05/01/2023 19:00:00","BZN|ES","Without sequence","163.2","",""
"05/01/2023 19:00:00 - 05/01/2023 20:00:00","BZN|ES","Without sequence","177.98","",""
"05/01/2023 20:00:00 - 05/01/2023 21:00:00","BZN|ES","Without sequence","163.99","",""
"05/01/2023 21:00:00 - 05/01/2023 22:00:00","BZN|ES","Without sequence","152.0","",""
"05/01/2023 22:00:00 - 05/01/2023 23:00:00","BZN|ES","Without sequence","135.0","",""
"05/01/2023 23:00:00 - 06/01/2023 00:00:00","BZN|ES","Without sequence","118.9","",""
"06/01/2023 00:00:00 - 06/01/2023 01:00:00","BZN|ES","Without sequence","107.21","",""
"06/01/2023 01:00:00 - 06/01/2023 02:00:00","BZN|ES","Without sequence","101.1","",""
"06/01/2023 02:00:00 - 06/01/2023 03:00:00","BZN|ES","Without sequence","96.73","",""
"06/01/2023 03:00:00 - 06/01/2023 04:00:00","BZN|ES","Without sequence","81.37","",""
"06/01/2023 04:00:00 - 06/01/2023 05:00:00","BZN|ES","Without sequence","75.75","",""
"06/01/2023 05:00:00 - 06/01/2023 06:00:00","BZN|ES","Without sequence","81.0","",""
"06/01/2023 06:00:00 - 06/01/2023 07:00:00","BZN|ES","Without sequence","97.45","",""
"06/01/2023 07:00:00 - 06/01/2023 08:00:00","BZN|ES","Without sequence","107.82","",""
"06/01/2023 08:00:00 - 06/01/2023 09:00:00","BZN|ES","Without sequence","122.8","",""
"06/01/2023 09:00:00 - 06/01/2023 10:00:00","BZN|ES","Without sequence","125.0","",""
"06/01/2023 10:00:00 - 06/01/2023 11:00:00","BZN|ES","Without sequence","120.7","",""
"06/01/2023 11:00:00 - 06/01/2023 12:00:00","BZN|ES","Without sequence","110.05","",""
"06/01/2023 12:00:00 - 06/01/2023 13:00:00","BZN|ES","Without sequence","103.36","",""
"06/01/2023 13:00:00 - 06/01/2023 14:00:00","BZN|ES","Without sequence","90.23","",""
"06/01/2023 14:00:00 - 06/01/2023 15:00:00","BZN|ES","Without sequence","80.23","",""
"06/01/2023 15:00:00 - 06/01/2023 16:00:00","BZN|ES","Without sequence","70.0","",""
"06/01/2023 16:00:00 - 06/01/2023 17:00:00","BZN|ES","Without sequence","80.43","",""
"06/01/2023 17:00:00 - 06/01/2023 18:00:00","BZN|ES","Without sequence","121.2","",""
"06/01/2023 18:00:00 - 06/01/2023 19:00:00","BZN|ES","Without sequence","128.47","",""
"06/01/2023 19:00:00 - 06/01/2023 20:00:00","BZN|ES","Without sequence","137.73","",""
"06/01/2023 20:00:00 - 06/01/2023 21:00:00","BZN|ES","Without sequence","137.73","",""
"06/01/2023 21:00:00 - 06/01/2023 22:00:00","BZN|ES","Without sequence","132.0","",""
"06/01/2023 22:00:00 - 06/01/2023 23:00:00","BZN|ES","Without sequence","99.9","",""
"06/01/2023 23:00:00 - 07/01/2023 00:00:00","BZN|ES","Without sequence","91.1","",""
"07/01/2023 00:00:00 - 07/01/2023 01:00:00","BZN|ES","Without sequence","53.42","",""
"07/01/2023 01:00:00 - 07/01/2023 02:00:00","BZN|ES","Without sequence","40.3","",""
"07/01/2023 02:00:00 - 07/01/2023 03:00:00","BZN|ES","Without sequence","25.5","",""
"07/01/2023 03:00:00 - 07/01/2023 04:00:00","BZN|ES","Without sequence","24.8","",""
"07/01/2023 04:00:00 - 07/01/2023 05:00:00","BZN|ES","Without sequence","20.0","",""
"07/01/2023 05:00:00 - 07/01/2023 06:00:00","BZN|ES","Without sequence","14.85","",""
"07/01/2023 06:00:00 - 07/01/2023 07:00:00","BZN|ES","Without sequence","14.85","",""
"07/01/2023 07:00:00 - 07/01/2023 08:00:00","BZN|ES","Without sequence","14.0","",""
"07/01/2023 08:00:00 - 07/01/2023 09:00:00","BZN|ES","Without sequence","18.28","",""
"07/01/2023 09:00:00 - 07/01/2023 10:00:00","BZN|ES","Without sequence","20.2","",""
"07/01/2023 10:00:00 - 07/01/2023 11:00:00","BZN|ES","Without sequence","18.28","",""
"07/01/2023 11:00:00 - 07/01/2023 12:00:00","BZN|ES","Without sequence","14.0","",""
"07/01/2023 12:00:00 - 07/01/2023 13:00:00","BZN|ES","Without sequence","10.35","",""
"07/01/2023 13:00:00 - 07/01/2023 14:00:00","BZN|ES","Without sequence","8.0","",""
"07/01/2023 14:00:00 - 07/01/2023 15:00:00","BZN|ES","Without sequence","5.46","",""
"07/01/2023 15:00:00 - 07/01/2023 16:00:00","BZN|ES","Without sequence","4.16","",""
"07/01/2023 16:00:00 - 07/01/2023 17:00:00","BZN|ES","Without sequence","8.0","",""
"07/01/2023 17:00:00 - 07/01/2023 18:00:00","BZN|ES","Without sequence","24.61","",""
"07/01/2023 18:00:00 - 07/01/2023 19:00:00","BZN|ES","Without sequence","40.0","",""
"07/01/2023 19:00:00 - 07/01/2023 20:00:00","BZN|ES","Without sequence","43.45","",""
"07/01/2023 20:00:00 - 07/01/2023 21:00:00","BZN|ES","Without sequence","50.0","",""
"07/01/2023 21:00:00 - 07/01/2023 22:00:00","BZN|ES","Without sequence","43.45","",""
"07/01/2023 22:00:00 - 07/01/2023 23:00:00","BZN|ES","Without sequence","30.0","",""
"07/01/2023 23:00:00 - 08/01/2023 00:00:00","BZN|ES","Without sequence","24.61","",""
"08/01/2023 00:00:00 - 08/01/2023 01:00:00","BZN|ES","Without sequence","7.0","",""
"08/01/2023 01:00:00 - 08/01/2023 02:00:00","BZN|ES","Without sequence","5.0","",""
"08/01/2023 02:00:00 - 08/01/2023 03:00:00","BZN|ES","Without sequence","4.2","",""
"08/01/2023 03:00:00 - 08/01/2023 04:00:00","BZN|ES","Without sequence","4.16","",""
"08/01/2023 04:00:00 - 08/01/2023 05:00:00","BZN|ES","Without sequence","4.16","",""
"08/01/2023 05:00:00 - 08/01/2023 06:00:00","BZN|ES","Without sequence","4.16","",""
"08/01/2023 06:00:00 - 08/01/2023 07:00:00","BZN|ES","Without sequence","4.16","",""
"08/01/2023 07:00:00 - 08/01/2023 08:00:00","BZN|ES","Without sequence","4.16","",""
"08/01/2023 08:00:00 - 08/01/2023 09:00:00","BZN|ES","Without sequence","4.16","",""
"08/01/2023 09:00:00 - 08/01/2023 10:00:00","BZN|ES","Without sequence","5.0","",""
"08/01/2023 10:00:00 - 08/01/2023 11:00:00","BZN|ES","Without sequence","5.1","",""
"08/01/2023 11:00:00 - 08/01/2023 12:00:00","BZN|ES","Without sequence","5.05","",""
"08/01/2023 12:00:00 - 08/01/2023 13:00:00","BZN|ES","Without sequence","4.9","",""
"08/01/2023 13:00:00 - 08/01/2023 14:00:00","BZN|ES","Without sequence","5.0","",""
"08/01/2023 14:00:00 - 08/01/2023 15:00:00","BZN|ES","Without sequence","4.6","",""
"08/01/2023 15:00:00 - 08/01/2023 16:00:00","BZN|ES","Without sequence","4.2","",""
"08/01/2023 16:00:00 - 08/01/2023 17:00:00","BZN|ES","Without sequence","4.6","",""
"08/01/2023 17:00:00 - 08/01/2023 18:00:00","BZN|ES","Without sequence","7.1","",""
"08/01/2023 18:00:00 - 08/01/2023 19:00:00","BZN|ES","Without sequence","17.8","",""
"08/01/2023 19:00:00 - 08/01/2023 20:00:00","BZN|ES","Without sequence","24.61","",""
"08/01/2023 20:00:00 - 08/01/2023 21:00:00","BZN|ES","Without sequence","40.0","",""
"08/01/2023 21:00:00 - 08/01/2023 22:00:00","BZN|ES","Without sequence","40.0","",""
"08/01/2023 22:00:00 - 08/01/2023 23:00:00","BZN|ES","Without sequence","21.94","",""
"08/01/2023 23:00:00 - 09/01/2023 00:00:00","BZN|ES","Without sequence","15.7","",""
"09/01/2023 00:00:00 - 09/01/2023 01:00:00","BZN|ES","Without sequence","5.1","",""
"09/01/2023 01:00:00 - 09/01/2023 02:00:00","BZN|ES","Without sequence","4.2","",""
"09/01/2023 02:00:00 - 09/01/2023 03:00:00","BZN|ES","Without sequence","4.2","",""
"09/01/2023 03:00:00 - 09/01/2023 04:00:00","BZN|ES","Without sequence","4.2","",""
"09/01/2023 04:00:00 - 09/01/2023 05:00:00","BZN|ES","Without sequence","4.6","",""
"09/01/2023 05:00:00 - 09/01/2023 06:00:00","BZN|ES","Without sequence","5.5","",""
"09/01/2023 06:00:00 - 09/01/2023 07:00:00","BZN|ES","Without sequence","24.61","",""
"09/01/2023 07:00:00 - 09/01/2023 08:00:00","BZN|ES","Without sequence","80.0","",""
"09/01/2023 08:00:00 - 09/01/2023 09:00:00","BZN|ES","Without sequence","118.0","",""
"09/01/2023 09:00:00 - 09/01/2023 10:00:00","BZN|ES","Without sequence","121.16","",""
"09/01/2023 10:00:00 - 09/01/2023 11:00:00","BZN|ES","Without sequence","119.58","",""
"09/01/2023 11:00:00 - 09/01/2023 12:00:00","BZN|ES","Without sequence","115.0","",""
"09/01/2023 12:00:00 - 09/01/2023 13:00:00","BZN|ES","Without sequence","106.0","",""
"09/01/2023 13:00:00 - 09/01/2023 14:00:00","BZN|ES","Without sequence","91.84","",""
"09/01/2023 14:00:00 - 09/01/2023 15:00:00","BZN|ES","Without sequence","81.28","",""
"09/01/2023 15:00:00 - 09/01/2023 16:00:00","BZN|ES","Without sequence","72.32","",""
"09/01/2023 16:00:00 - 09/01/2023 17:00:00","BZN|ES","Without sequence","99.1","",""
"09/01/2023 17:00:00 - 09/01/2023 18:00:00","BZN|ES","Without sequence","130.26","",""
"09/01/2023 18:00:00 - 09/01/2023 19:00:00","BZN|ES","Without sequence","161.5","",""
"09/01/2023 19:00:00 - 09/01/2023 20:00:00","BZN|ES","Without sequence","171.62","",""
"09/01/2023 20:00:00 - 09/01/2023 21:00:00","BZN|ES","Without sequence","161.21","",""
"09/01/2023 21:00:00 - 09/01/2023 22:00:00","BZN|ES","Without sequence","139.16","",""
"09/01/2023 22:00:00 - 09/01/2023 23:00:00","BZN|ES","Without sequence","132.0","",""
"09/01/2023 23:00:00 - 10/01/2023 00:00:00","BZN|ES","Without sequence","106.34","",""
"10/01/2023 00:00:00 - 10/01/2023 01:00:00","BZN|ES","Without sequence","105.98","",""
"10/01/2023 01:00:00 - 10/01/2023 02:00:00","BZN|ES","Without sequence","96.79","",""
"10/01/2023 02:00:00 - 10/01/2023 03:00:00","BZN|ES","Without sequence","95.31","",""
"10/01/2023 03:00:00 - 10/01/2023 04:00:00","BZN|ES","Without sequence","90.19","",""
"10/01/2023 04:00:00 - 10/01/2023 05:00:00","BZN|ES","Without sequence","93.0","",""
"10/01/2023 05:00:00 - 10/01/2023 06:00:00","BZN|ES","Without sequence","98.0","",""
"10/01/2023 06:00:00 - 10/01/2023 07:00:00","BZN|ES","Without sequence","117.67","",""
"10/01/2023 07:00:00 - 10/01/2023 08:00:00","BZN|ES","Without sequence","132.67","",""
"10/01/2023 08:00:00 - 10/01/2023 09:00:00","BZN|ES","Without sequence","141.84","",""
"10/01/2023 09:00:00 - 10/01/2023 10:00:00","BZN|ES","Without sequence","141.44","",""
"10/01/2023 10:00:00 - 10/01/2023 11:00:00","BZN|ES","Without sequence","125.3","",""
"10/01/2023 11:00:00 - 10/01/2023 12:00:00","BZN|ES","Without sequence","101.0","",""
"10/01/2023 12:00:00 - 10/01/2023 13:00:00","BZN|ES","Without sequence","97.6","",""
"10/01/2023 13:00:00 - 10/01/2023 14:00:00","BZN|ES","Without sequence","95.5","",""
"10/01/2023 14:00:00 - 10/01/2023 15:00:00","BZN|ES","Without sequence","92.6","",""
"10/01/2023 15:00:00 - 10/01/2023 16:00:00","BZN|ES","Without sequence","92.0","",""
"10/01/2023 16:00:00 - 10/01/2023 17:00:00","BZN|ES","Without sequence","98.0","",""
"10/01/2023 17:00:00 - 10/01/2023 18:00:00","BZN|ES","Without sequence","133.28","",""
"10/01/2023 18:00:00 - 10/01/2023 19:00:00","BZN|ES","Without sequence","144.74","",""
"10/01/2023 19:00:00 - 10/01/2023 20:00:00","BZN|ES","Without sequence","141.07","",""
"10/01/2023 20:00:00 - 10/01/2023 21:00:00","BZN|ES","Without sequence","124.84","",""
"10/01/2023 21:00:00 - 10/01/2023 22:00:00","BZN|ES","Without sequence","109.65","",""
"10/01/2023 22:00:00 - 10/01/2023 23:00:00","BZN|ES","Without sequence","92.8","",""
"10/01/2023 23:00:00 - 11/01/2023 00:00:00","BZN|ES","Without sequence","64.3","",""
"11/01/2023 00:00:00 - 11/01/2023 01:00:00","BZN|ES","Without sequence","35.0","",""
"11/01/2023 01:00:00 - 11/01/2023 02:00:00","BZN|ES","Without sequence","8.0","",""
"11/01/2023 02:00:00 - 11/01/2023 03:00:00","BZN|ES","Without sequence","4.16","",""
"11/01/2023 03:00:00 - 11/01/2023 04:00:00","BZN|ES","Without sequence","4.16","",""
"11/01/2023 04:00:00 - 11/01/2023 05:00:00","BZN|ES","Without sequence","4.16","",""
"11/01/2023 05:00:00 - 11/01/2023 06:00:00","BZN|ES","Without sequence","5.53","",""
"11/01/2023 06:00:00 - 11/01/2023 07:00:00","BZN|ES","Without sequence","64.37","",""
"11/01/2023 07:00:00 - 11/01/2023 08:00:00","BZN|ES","Without sequence","99.99","",""
"11/01/2023 08:00:00 - 11/01/2023 09:00:00","BZN|ES","Without sequence","139.02","",""
"11/01/2023 09:00:00 - 11/01/2023 10:00:00","BZN|ES","Without sequence","138.67","",""
"11/01/2023 10:00:00 - 11/01/2023 11:00:00","BZN|ES","Without sequence","130.0","",""
"11/01/2023 11:00:00 - 11/01/2023 12:00:00","BZN|ES","Without sequence","107.35","",""
"11/01/2023 12:00:00 - 11/01/2023 13:00:00","BZN|ES","Without sequence","95.96","",""
"11/01/2023 13:00:00 - 11/01/2023 14:00:00","BZN|ES","Without sequence","84.77","",""
"11/01/2023 14:00:00 - 11/01/2023 15:00:00","BZN|ES","Without sequence","66.02","",""
"11/01/2023 15:00:00 - 11/01/2023 16:00:00","BZN|ES","Without sequence","62.87","",""
"11/01/2023 16:00:00 - 11/01/2023 17:00:00","BZN|ES","Without sequence","85.15","",""
"11/01/2023 17:00:00 - 11/01/2023 18:00:00","BZN|ES","Without sequence","130.0","",""
"11/01/2023 18:00:00 - 11/01/2023 19:00:00","BZN|ES","Without sequence","134.95","",""
"11/01/2023 19:00:00 - 11/01/2023 20:00:00","BZN|ES","Without sequence","131.96","",""
"11/01/2023 20:00:00 - 11/01/2023 21:00:00","BZN|ES","Without sequence","136.65","",""
"11/01/2023 21:00:00 - 11/01/2023 22:00:00","BZN|ES","Without sequence","135.07","",""
"11/01/2023 22:00:00 - 11/01/2023 23:00:00","BZN|ES","Without sequence","115.16","",""
"11/01/2023 23:00:00 - 12/01/2023 00:00:00","BZN|ES","Without sequence","93.08","",""
"12/01/2023 00:00:00 - 12/01/2023 01:00:00","BZN|ES","Without sequence","69.5","",""
"12/01/2023 01:00:00 - 12/01/2023 02:00:00","BZN|ES","Without sequence","56.6","",""
"12/01/2023 02:00:00 - 12/01/2023 03:00:00","BZN|ES","Without sequence","56.0","",""
"12/01/2023 03:00:00 - 12/01/2023 04:00:00","BZN|ES","Without sequence","56.0","",""
"12/01/2023 04:00:00 - 12/01/2023 05:00:00","BZN|ES","Without sequence","55.7","",""
"12/01/2023 05:00:00 - 12/01/2023 06:00:00","BZN|ES","Without sequence","56.6","",""
"12/01/2023 06:00:00 - 12/01/2023 07:00:00","BZN|ES","Without sequence","91.12","",""
"12/01/2023 07:00:00 - 12/01/2023 08:00:00","BZN|ES","Without sequence","118.91","",""
"12/01/2023 08:00:00 - 12/01/2023 09:00:00","BZN|ES","Without sequence","122.1","",""
"12/01/2023 09:00:00 - 12/01/2023 10:00:00","BZN|ES","Without sequence","120.0","",""
"12/01/2023 10:00:00 - 12/01/2023 11:00:00","BZN|ES","Without sequence","102.84","",""
"12/01/2023 11:00:00 - 12/01/2023 12:00:00","BZN|ES","Without sequence","98.6","",""
"12/01/2023 12:00:00 - 12/01/2023 13:00:00","BZN|ES","Without sequence","85.67","",""
"12/01/2023 13:00:00 - 12/01/2023 14:00:00","BZN|ES","Without sequence","81.59","",""
"12/01/2023 14:00:00 - 12/01/2023 15:00:00","BZN|ES","Without sequence","70.34","",""
"12/01/2023 15:00:00 - 12/01/2023 16:00:00","BZN|ES","Without sequence","70.76","",""
"12/01/2023 16:00:00 - 12/01/2023 17:00:00","BZN|ES","Without sequence","94.18","",""
"12/01/2023 17:00:00 - 12/01/2023 18:00:00","BZN|ES","Without sequence","120.63","",""
