"MTU (CET/CEST)","Area","Sequence","Day-ahead Price (EUR/MWh)","Intraday Period (CET/CEST)","Intraday Price (EUR/MWh)"
"04/01/2021 17:00:00 - 04/01/2021 18:00:00","BZN|ES","Without sequence","67.02","",""
"04/01/2021 18:00:00 - 04/01/2021 19:00:00","BZN|ES","Without sequence","71.05","",""
"04/01/2021 19:00:00 - 04/01/2021 20:00:00","BZN|ES","Without sequence","72.6","",""
"04/01/2021 20:00:00 - 04/01/2021 21:00:00","BZN|ES","Without sequence","70.0","",""
"04/01/2021 21:00:00 - 04/01/2021 22:00:00","BZN|ES","Without sequence","66.0","",""
"04/01/2021 22:00:00 - 04/01/2021 23:00:00","BZN|ES","Without sequence","62.48","",""
"04/01/2021 23:00:00 - 05/01/2021 00:00:00","BZN|ES","Without sequence","61.25","",""
"05/01/2021 00:00:00 - 05/01/2021 01:00:00","BZN|ES","Without sequence","64.68","",""
"05/01/2021 01:00:00 - 05/01/2021 02:00:00","BZN|ES","Without sequence","56.25","",""
"05/01/2021 02:00:00 - 05/01/2021 03:00:00","BZN|ES","Without sequence","51.86","",""
"05/01/2021 03:00:00 - 05/01/2021 04:00:00","BZN|ES","Without sequence","50.91","",""
"05/01/2021 04:00:00 - 05/01/2021 05:00:00","BZN|ES","Without sequence","50.56","",""
"05/01/2021 05:00:00 - 05/01/2021 06:00:00","BZN|ES","Without sequence","51.25","",""
"05/01/2021 06:00:00 - 05/01/2021 07:00:00","BZN|ES","Without sequence","58.45","",""
"05/01/2021 07:00:00 - 05/01/2021 08:00:00","BZN|ES","Without sequence","68.3","",""
"05/01/2021 08:00:00 - 05/01/2021 09:00:00","BZN|ES","Without sequence","70.41","",""
"05/01/2021 09:00:00 - 05/01/2021 10:00:00","BZN|ES","Without sequence","75.0","",""
"05/01/2021 10:00:00 - 05/01/2021 11:00:00","BZN|ES","Without sequence","73.48","",""
"05/01/2021 11:00:00 - 05/01/2021 12:00:00","BZN|ES","Without sequence","72.31","",""
"05/01/2021 12:00:00 - 05/01/2021 13:00:00","BZN|ES","Without sequence","71.35","",""
"05/01/2021 13:00:00 - 05/01/2021 14:00:00","BZN|ES","Without sequence","72.52","",""
"05/01/2021 14:00:00 - 05/01/2021 15:00:00","BZN|ES","Without sequence","69.75","",""
"05/01/2021 15:00:00 - 05/01/2021 16:00:00","BZN|ES","Without sequence","68.29","",""
"05/01/2021 16:00:00 - 05/01/2021 17:00:00","BZN|ES","Without sequence","69.75","",""
"05/01/2021 17:00:00 - 05/01/2021 18:00:00","BZN|ES","Without sequence","71.9","",""
"05/01/2021 18:00:00 - 05/01/2021 19:00:00","BZN|ES","Without sequence","80.0","",""
"05/01/2021 19:00:00 - 05/01/2021 20:00:00","BZN|ES","Without sequence","80.0","",""
"05/01/2021 20:00:00 - 05/01/2021 21:00:00","BZN|ES","Without sequence","75.99","",""
"05/01/2021 21:00:00 - 05/01/2021 22:00:00","BZN|ES","Without sequence","75.39","",""
"05/01/2021 22:00:00 - 05/01/2021 23:00:00","BZN|ES","Without sequence","72.69","",""
"05/01/2021 23:00:00 - 06/01/2021 00:00:00","BZN|ES","Without sequence","70.0","",""
"06/01/2021 00:00:00 - 06/01/2021 01:00:00","BZN|ES","Without sequence","69.02","",""
"06/01/2021 01:00:00 - 06/01/2021 02:00:00","BZN|ES","Without sequence","67.54","",""
"06/01/2021 02:00:00 - 06/01/2021 03:00:00","BZN|ES","Without sequence","60.39","",""
"06/01/2021 03:00:00 - 06/01/2021 04:00:00","BZN|ES","Without sequence","55.75","",""
"06/01/2021 04:00:00 - 06/01/2021 05:00:00","BZN|ES","Without sequence","55.16","",""
"06/01/2021 05:00:00 - 06/01/2021 06:00:00","BZN|ES","Without sequence","53.51","",""
"06/01/2021 06:00:00 - 06/01/2021 07:00:00","BZN|ES","Without sequence","55.18","",""
"06/01/2021 07:00:00 - 06/01/2021 08:00:00","BZN|ES","Without sequence","67.61","",""
"06/01/2021 08:00:00 - 06/01/2021 09:00:00","BZN|ES","Without sequence","70.0","",""
"06/01/2021 09:00:00 - 06/01/2021 10:00:00","BZN|ES","Without sequence","73.54","",""
"06/01/2021 10:00:00 - 06/01/2021 11:00:00","BZN|ES","Without sequence","75.95","",""
"06/01/2021 11:00:00 - 06/01/2021 12:00:00","BZN|ES","Without sequence","77.18","",""
"06/01/2021 12:00:00 - 06/01/2021 13:00:00","BZN|ES","Without sequence","77.01","",""
"06/01/2021 13:00:00 - 06/01/2021 14:00:00","BZN|ES","Without sequence","73.79","",""
"06/01/2021 14:00:00 - 06/01/2021 15:00:00","BZN|ES","Without sequence","73.02","",""
"06/01/2021 15:00:00 - 06/01/2021 16:00:00","BZN|ES","Without sequence","70.89","",""
"06/01/2021 16:00:00 - 06/01/2021 17:00:00","BZN|ES","Without sequence","72.85","",""
"06/01/2021 17:00:00 - 06/01/2021 18:00:00","BZN|ES","Without sequence","78.0","",""
"06/01/2021 18:00:00 - 06/01/2021 19:00:00","BZN|ES","Without sequence","83.35","",""
"06/01/2021 19:00:00 - 06/01/2021 20:00:00","BZN|ES","Without sequence","90.0","",""
"06/01/2021 20:00:00 - 06/01/2021 21:00:00","BZN|ES","Without sequence","79.6","",""
"06/01/2021 21:00:00 - 06/01/2021 22:00:00","BZN|ES","Without sequence","75.4","",""
"06/01/2021 22:00:00 - 06/01/2021 23:00:00","BZN|ES","Without sequence","72.1","",""
"06/01/2021 23:00:00 - 07/01/2021 00:00:00","BZN|ES","Without sequence","67.54","",""
"07/01/2021 00:00:00 - 07/01/2021 01:00:00","BZN|ES","Without sequence","77.0","",""
"07/01/2021 01:00:00 - 07/01/2021 02:00:00","BZN|ES","Without sequence","65.85","",""
"07/01/2021 02:00:00 - 07/01/2021 03:00:00","BZN|ES","Without sequence","63.78","",""
"07/01/2021 03:00:00 - 07/01/2021 04:00:00","BZN|ES","Without sequence","59.31","",""
"07/01/2021 04:00:00 - 07/01/2021 05:00:00","BZN|ES","Without sequence","58.0","",""
"07/01/2021 05:00:00 - 07/01/2021 06:00:00","BZN|ES","Without sequence","60.65","",""
"07/01/2021 06:00:00 - 07/01/2021 07:00:00","BZN|ES","Without sequence","65.0","",""
"07/01/2021 07:00:00 - 07/01/2021 08:00:00","BZN|ES","Without sequence","83.98","",""
"07/01/2021 08:00:00 - 07/01/2021 09:00:00","BZN|ES","Without sequence","95.02","",""
"07/01/2021 09:00:00 - 07/01/2021 10:00:00","BZN|ES","Without sequence","99.0","",""
"07/01/2021 10:00:00 - 07/01/2021 11:00:00","BZN|ES","Without sequence","100.0","",""
"07/01/2021 11:00:00 - 07/01/2021 12:00:00","BZN|ES","Without sequence","100.0","",""
"07/01/2021 12:00:00 - 07/01/2021 13:00:00","BZN|ES","Without sequence","100.0","",""
"07/01/2021 13:00:00 - 07/01/2021 14:00:00","BZN|ES","Without sequence","100.0","",""
"07/01/2021 14:00:00 - 07/01/2021 15:00:00","BZN|ES","Without sequence","100.0","",""
"07/01/2021 15:00:00 - 07/01/2021 16:00:00","BZN|ES","Without sequence","99.85","",""
"07/01/2021 16:00:00 - 07/01/2021 17:00:00","BZN|ES","Without sequence","97.85","",""
"07/01/2021 17:00:00 - 07/01/2021 18:00:00","BZN|ES","Without sequence","100.0","",""
"07/01/2021 18:00:00 - 07/01/2021 19:00:00","BZN|ES","Without sequence","106.95","",""
"07/01/2021 19:00:00 - 07/01/2021 20:00:00","BZN|ES","Without sequence","108.97","",""
"07/01/2021 20:00:00 - 07/01/2021 21:00:00","BZN|ES","Without sequence","101.85","",""
"07/01/2021 21:00:00 - 07/01/2021 22:00:00","BZN|ES","Without sequence","101.17","",""
"07/01/2021 22:00:00 - 07/01/2021 23:00:00","BZN|ES","Without sequence","100.0","",""
"07/01/2021 23:00:00 - 08/01/2021 00:00:00","BZN|ES","Without sequence","90.0","",""
"08/01/2021 00:00:00 - 08/01/2021 01:00:00","BZN|ES","Without sequence","95.98","",""
"08/01/2021 01:00:00 - 08/01/2021 02:00:00","BZN|ES","Without sequence","77.93","",""
"08/01/2021 02:00:00 - 08/01/2021 03:00:00","BZN|ES","Without sequence","69.55","",""
"08/01/2021 03:00:00 - 08/01/2021 04:00:00","BZN|ES","Without sequence","65.0","",""
"08/01/2021 04:00:00 - 08/01/2021 05:00:00","BZN|ES","Without sequence","60.0","",""
"08/01/2021 05:00:00 - 08/01/2021 06:00:00","BZN|ES","Without sequence","61.1","",""
"08/01/2021 06:00:00 - 08/01/2021 07:00:00","BZN|ES","Without sequence","69.51","",""
"08/01/2021 07:00:00 - 08/01/2021 08:00:00","BZN|ES","Without sequence","86.93","",""
"08/01/2021 08:00:00 - 08/01/2021 09:00:00","BZN|ES","Without sequence","103.54","",""
"08/01/2021 09:00:00 - 08/01/2021 10:00:00","BZN|ES","Without sequence","110.45","",""
"08/01/2021 10:00:00 - 08/01/2021 11:00:00","BZN|ES","Without sequence","110.0","",""
"08/01/2021 11:00:00 - 08/01/2021 12:00:00","BZN|ES","Without sequence","110.45","",""
"08/01/2021 12:00:00 - 08/01/2021 13:00:00","BZN|ES","Without sequence","110.0","",""
"08/01/2021 13:00:00 - 08/01/2021 14:00:00","BZN|ES","Without sequence","110.0","",""
"08/01/2021 14:00:00 - 08/01/2021 15:00:00","BZN|ES","Without sequence","107.75","",""
"08/01/2021 15:00:00 - 08/01/2021 16:00:00","BZN|ES","Without sequence","100.98","",""
"08/01/2021 16:00:00 - 08/01/2021 17:00:00","BZN|ES","Without sequence","100.36","",""
"08/01/2021 17:00:00 - 08/01/2021 18:00:00","BZN|ES","Without sequence","110.0","",""
"08/01/2021 18:00:00 - 08/01/2021 19:00:00","BZN|ES","Without sequence","113.37","",""
"08/01/2021 19:00:00 - 08/01/2021 20:00:00","BZN|ES","Without sequence","114.89","",""
"08/01/2021 20:00:00 - 08/01/2021 21:00:00","BZN|ES","Without sequence","110.0","",""
"08/01/2021 21:00:00 - 08/01/2021 22:00:00","BZN|ES","Without sequence","110.0","",""
"08/01/2021 22:00:00 - 08/01/2021 23:00:00","BZN|ES","Without sequence","97.45","",""
"08/01/2021 23:00:00 - 09/01/2021 00:00:00","BZN|ES","Without sequence","74.49","",""
"09/01/2021 00:00:00 - 09/01/2021 01:00:00","BZN|ES","Without sequence","70.17","",""
"09/01/2021 01:00:00 - 09/01/2021 02:00:00","BZN|ES","Without sequence","61.64","",""
"09/01/2021 02:00:00 - 09/01/2021 03:00:00","BZN|ES","Without sequence","55.96","",""
"09/01/2021 03:00:00 - 09/01/2021 04:00:00","BZN|ES","Without sequence","51.88","",""
"09/01/2021 04:00:00 - 09/01/2021 05:00:00","BZN|ES","Without sequence","50.25","",""
"09/01/2021 05:00:00 - 09/01/2021 06:00:00","BZN|ES","Without sequence","50.25","",""
"09/01/2021 06:00:00 - 09/01/2021 07:00:00","BZN|ES","Without sequence","51.39","",""
"09/01/2021 07:00:00 - 09/01/2021 08:00:00","BZN|ES","Without sequence","55.62","",""
"09/01/2021 08:00:00 - 09/01/2021 09:00:00","BZN|ES","Without sequence","60.39","",""
"09/01/2021 09:00:00 - 09/01/2021 10:00:00","BZN|ES","Without sequence","72.03","",""
"09/01/2021 10:00:00 - 09/01/2021 11:00:00","BZN|ES","Without sequence","92.01","",""
"09/01/2021 11:00:00 - 09/01/2021 12:00:00","BZN|ES","Without sequence","95.98","",""
"09/01/2021 12:00:00 - 09/01/2021 13:00:00","BZN|ES","Without sequence","75.02","",""
"09/01/2021 13:00:00 - 09/01/2021 14:00:00","BZN|ES","Without sequence","75.03","",""
"09/01/2021 14:00:00 - 09/01/2021 15:00:00","BZN|ES","Without sequence","76.64","",""
"09/01/2021 15:00:00 - 09/01/2021 16:00:00","BZN|ES","Without sequence","72.85","",""
"09/01/2021 16:00:00 - 09/01/2021 17:00:00","BZN|ES","Without sequence","75.5","",""
"09/01/2021 17:00:00 - 09/01/2021 18:00:00","BZN|ES","Without sequence","100.0","",""
"09/01/2021 18:00:00 - 09/01/2021 19:00:00","BZN|ES","Without sequence","114.89","",""
"09/01/2021 19:00:00 - 09/01/2021 20:00:00","BZN|ES","Without sequence","120.0","",""
"09/01/2021 20:00:00 - 09/01/2021 21:00:00","BZN|ES","Without sequence","121.24","",""
"09/01/2021 21:00:00 - 09/01/2021 22:00:00","BZN|ES","Without sequence","120.69","",""
"09/01/2021 22:00:00 - 09/01/2021 23:00:00","BZN|ES","Without sequence","115.0","",""
"09/01/2021 23:00:00 - 10/01/2021 00:00:00","BZN|ES","Without sequence","101.41","",""
"10/01/2021 00:00:00 - 10/01/2021 01:00:00","BZN|ES","Without sequence","62.0","",""
"10/01/2021 01:00:00 - 10/01/2021 02:00:00","BZN|ES","Without sequence","55.75","",""
"10/01/2021 02:00:00 - 10/01/2021 03:00:00","BZN|ES","Without sequence","53.14","",""
"10/01/2021 03:00:00 - 10/01/2021 04:00:00","BZN|ES","Without sequence","49.03","",""
"10/01/2021 04:00:00 - 10/01/2021 05:00:00","BZN|ES","Without sequence","48.45","",""
"10/01/2021 05:00:00 - 10/01/2021 06:00:00","BZN|ES","Without sequence","49.07","",""
"10/01/2021 06:00:00 - 10/01/2021 07:00:00","BZN|ES","Without sequence","50.87","",""
"10/01/2021 07:00:00 - 10/01/2021 08:00:00","BZN|ES","Without sequence","50.23","",""
"10/01/2021 08:00:00 - 10/01/2021 09:00:00","BZN|ES","Without sequence","51.6","",""
"10/01/2021 09:00:00 - 10/01/2021 10:00:00","BZN|ES","Without sequence","57.43","",""
"10/01/2021 10:00:00 - 10/01/2021 11:00:00","BZN|ES","Without sequence","60.9","",""
"10/01/2021 11:00:00 - 10/01/2021 12:00:00","BZN|ES","Without sequence","61.53","",""
"10/01/2021 12:00:00 - 10/01/2021 13:00:00","BZN|ES","Without sequence","60.39","",""
"10/01/2021 13:00:00 - 10/01/2021 14:00:00","BZN|ES","Without sequence","56.41","",""
"10/01/2021 14:00:00 - 10/01/2021 15:00:00","BZN|ES","Without sequence","56.99","",""
"10/01/2021 15:00:00 - 10/01/2021 16:00:00","BZN|ES","Without sequence","56.41","",""
"10/01/2021 16:00:00 - 10/01/2021 17:00:00","BZN|ES","Without sequence","56.52","",""
"10/01/2021 17:00:00 - 10/01/2021 18:00:00","BZN|ES","Without sequence","62.6","",""
"10/01/2021 18:00:00 - 10/01/2021 19:00:00","BZN|ES","Without sequence","95.0","",""
"10/01/2021 19:00:00 - 10/01/2021 20:00:00","BZN|ES","Without sequence","107.75","",""
"10/01/2021 20:00:00 - 10/01/2021 21:00:00","BZN|ES","Without sequence","110.29","",""
"10/01/2021 21:00:00 - 10/01/2021 22:00:00","BZN|ES","Without sequence","110.0","",""
"10/01/2021 22:00:00 - 10/01/2021 23:00:00","BZN|ES","Without sequence","100.36","",""
"10/01/2021 23:00:00 - 11/01/2021 00:00:00","BZN|ES","Without sequence","67.78","",""
"11/01/2021 00:00:00 - 11/01/2021 01:00:00","BZN|ES","Without sequence","58.25","",""
"11/01/2021 01:00:00 - 11/01/2021 02:00:00","BZN|ES","Without sequence","53.19","",""
"11/01/2021 02:00:00 - 11/01/2021 03:00:00","BZN|ES","Without sequence","50.87","",""
"11/01/2021 03:00:00 - 11/01/2021 04:00:00","BZN|ES","Without sequence","47.69","",""
"11/01/2021 04:00:00 - 11/01/2021 05:00:00","BZN|ES","Without sequence","46.36","",""
"11/01/2021 05:00:00 - 11/01/2021 06:00:00","BZN|ES","Without sequence","52.3","",""
"11/01/2021 06:00:00 - 11/01/2021 07:00:00","BZN|ES","Without sequence","62.51","",""
"11/01/2021 07:00:00 - 11/01/2021 08:00:00","BZN|ES","Without sequence","77.9","",""
"11/01/2021 08:00:00 - 11/01/2021 09:00:00","BZN|ES","Without sequence","95.98","",""
"11/01/2021 09:00:00 - 11/01/2021 10:00:00","BZN|ES","Without sequence","98.42","",""
"11/01/2021 10:00:00 - 11/01/2021 11:00:00","BZN|ES","Without sequence","95.98","",""
"11/01/2021 11:00:00 - 11/01/2021 12:00:00","BZN|ES","Without sequence","83.35","",""
"11/01/2021 12:00:00 - 11/01/2021 13:00:00","BZN|ES","Without sequence","80.0","",""
"11/01/2021 13:00:00 - 11/01/2021 14:00:00","BZN|ES","Without sequence","80.98","",""
"11/01/2021 14:00:00 - 11/01/2021 15:00:00","BZN|ES","Without sequence","77.75","",""
"11/01/2021 15:00:00 - 11/01/2021 16:00:00","BZN|ES","Without sequence","75.02","",""
"11/01/2021 16:00:00 - 11/01/2021 17:00:00","BZN|ES","Without sequence","83.35","",""
"11/01/2021 17:00:00 - 11/01/2021 18:00:00","BZN|ES","Without sequence","98.13","",""
"11/01/2021 18:00:00 - 11/01/2021 19:00:00","BZN|ES","Without sequence","109.37","",""
"11/01/2021 19:00:00 - 11/01/2021 20:00:00","BZN|ES","Without sequence","120.0","",""
"11/01/2021 20:00:00 - 11/01/2021 21:00:00","BZN|ES","Without sequence","121.14","",""
"11/01/2021 21:00:00 - 11/01/2021 22:00:00","BZN|ES","Without sequence","120.0","",""
"11/01/2021 22:00:00 - 11/01/2021 23:00:00","BZN|ES","Without sequence","105.0","",""
"11/01/2021 23:00:00 - 12/01/2021 00:00:00","BZN|ES","Without sequence","85.26","",""
"12/01/2021 00:00:00 - 12/01/2021 01:00:00","BZN|ES","Without sequence","75.32","",""
"12/01/2021 01:00:00 - 12/01/2021 02:00:00","BZN|ES","Without sequence","62.5","",""
"12/01/2021 02:00:00 - 12/01/2021 03:00:00","BZN|ES","Without sequence","56.5","",""
"12/01/2021 03:00:00 - 12/01/2021 04:00:00","BZN|ES","Without sequence","55.68","",""
"12/01/2021 04:00:00 - 12/01/2021 05:00:00","BZN|ES","Without sequence","55.18","",""
"12/01/2021 05:00:00 - 12/01/2021 06:00:00","BZN|ES","Without sequence","56.01","",""
"12/01/2021 06:00:00 - 12/01/2021 07:00:00","BZN|ES","Without sequence","66.64","",""
"12/01/2021 07:00:00 - 12/01/2021 08:00:00","BZN|ES","Without sequence","84.05","",""
"12/01/2021 08:00:00 - 12/01/2021 09:00:00","BZN|ES","Without sequence","98.42","",""
"12/01/2021 09:00:00 - 12/01/2021 10:00:00","BZN|ES","Without sequence","103.04","",""
"12/01/2021 10:00:00 - 12/01/2021 11:00:00","BZN|ES","Without sequence","100.69","",""
"12/01/2021 11:00:00 - 12/01/2021 12:00:00","BZN|ES","Without sequence","98.13","",""
"12/01/2021 12:00:00 - 12/01/2021 13:00:00","BZN|ES","Without sequence","94.05","",""
"12/01/2021 13:00:00 - 12/01/2021 14:00:00","BZN|ES","Without sequence","94.05","",""
"12/01/2021 14:00:00 - 12/01/2021 15:00:00","BZN|ES","Without sequence","88.61","",""
"12/01/2021 15:00:00 - 12/01/2021 16:00:00","BZN|ES","Without sequence","74.37","",""
"12/01/2021 16:00:00 - 12/01/2021 17:00:00","BZN|ES","Without sequence","75.03","",""
"12/01/2021 17:00:00 - 12/01/2021 18:00:00","BZN|ES","Without sequence","88.05","",""
